date,time,height
25/08/2012,21:21,1.85
26/08/2012,04:04,3.59
26/08/2012,10:13,1.96
26/08/2012,16:34,3.61
26/08/2012,23:07,1.75
27/08/2012,05:33,3.61
27/08/2012,11:38,1.91
27/08/2012,17:53,3.73
28/08/2012,00:23,1.46
28/08/2012,06:47,3.74
28/08/2012,12:41,1.74
28/08/2012,18:59,3.91
29/08/2012,01:17,1.16
29/08/2012,07:45,3.89
29/08/2012,13:29,1.53
29/08/2012,19:53,4.11
30/08/2012,02:02,0.91
30/08/2012,08:33,4.02
30/08/2012,14:10,1.34
30/08/2012,20:40,4.26
